id,question,generated,reference,retrieved_context,answerable,rouge1,rouge2,rougeL,exact_match,bertscore_P,bertscore_R,bertscore_F1,faith_score,hallucinated,src_faith,src_halluc
87,When did Richard II flee to Normandy?,unanswerable,unanswerable,"[Passage 1]
Normandy

[Passage 2]
Normandy

[Passage 3]
Normandy

[Passage 4]
Normandy

[Passage 5]
Normandy",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.006681795231997967,True
88,Who's major ports were controlled by the English?,unanswerable,unanswerable,"[Passage 1]
England

[Passage 2]
England

[Passage 3]
England

[Passage 4]
England

[Passage 5]
England",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008377988822758198,True
89,Who was Edward the Confessor's half-brother?,unanswerable,Harthacnut,"[Passage 1]
Edward VI of England

[Passage 2]
Edward VI of England

[Passage 3]
Edward VI of England

[Passage 4]
Edward VI of England

[Passage 5]
Edward VI of England",True,0.0,0.0,0.0,0,0.38617676,0.35760012,0.37133944,0.0014611213700845838,True,0.026834648102521896,True
90,When did Edward return?,unanswerable,1041,"[Passage 1]
Edward VI of England

[Passage 2]
Edward VI of England

[Passage 3]
Edward VI of England

[Passage 4]
Edward VI of England

[Passage 5]
Edward VI of England",True,0.0,0.0,0.0,0,0.35070562,0.39853084,0.37309185,0.004618526436388493,True,0.026834648102521896,True
91,Who did Edward make archbishop of Canterbury?,unanswerable,Robert of Jumièges,"[Passage 1]
Archbishop of Canterbury

[Passage 2]
Archbishop of Canterbury

[Passage 3]
Archbishop of Canterbury

[Passage 4]
Archbishop of Canterbury

[Passage 5]
Archbishop of Canterbury",True,0.0,0.0,0.0,0,0.28293455,0.32861978,0.30407074,0.0004606083093676716,True,0.021951952949166298,True
92,When did Edward the Confessor's son return from his fathers refuge?,unanswerable,unanswerable,"[Passage 1]
Edward VI of England

[Passage 2]
Edward VI of England

[Passage 3]
Edward VI of England

[Passage 4]
Edward VI of England

[Passage 5]
Edward VI of England",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.026834648102521896,True
93,What kind of force did Harthacnut establish?,unanswerable,unanswerable,"[Passage 1]
Force

[Passage 2]
Force

[Passage 3]
Force

[Passage 4]
Force

[Passage 5]
Force",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.003475373378023505,True
94,Who made Robert of Jumieges earl of Hereford?,unanswerable,unanswerable,"[Passage 1]
Robert the Bruce

[Passage 2]
Robert the Bruce

[Passage 3]
Robert the Bruce

[Passage 4]
Robert the Bruce

[Passage 5]
Robert the Bruce",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.022109828889369965,True
95,Where did Harold II die?,unanswerable,Battle of Hastings,"[Passage 1]
Harold Holt

[Passage 2]
Harold Holt

[Passage 3]
Harold Holt

[Passage 4]
Harold Holt

[Passage 5]
Harold Holt",True,0.0,0.0,0.0,0,0.33306473,0.4860454,0.39526936,0.008505700156092644,True,0.0257379449903965,True
96,Who killed Harold II? ,unanswerable,William II,"[Passage 1]
Assassination

[Passage 2]
Assassination

[Passage 3]
Assassination

[Passage 4]
Assassination

[Passage 5]
Assassination",True,0.0,0.0,0.0,0,0.2966027,0.32586712,0.31054702,0.009914440102875233,True,0.002018140396103263,True
97,When was the Battle of Hastings?,1066,1066,"[Passage 1]
Hastings

[Passage 2]
Hastings

[Passage 3]
Hastings

[Passage 4]
Hastings

[Passage 5]
Hastings",True,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9900314807891846,False,0.7944524884223938,False
98,Who was the ruling class ahead of the Normans?,the Franks,Anglo-Saxons,"[Passage 1]
Social class

[Passage 2]
Social class

[Passage 3]
Social class

[Passage 4]
Social class

[Passage 5]
Social class",True,0.0,0.0,0.0,0,0.4619146,0.4622303,0.4620724,0.00012607619282789528,True,0.0004228136094752699,True
99,When did King Harold II conquer England?,unanswerable,unanswerable,"[Passage 1]
William II of England

[Passage 2]
William II of England

[Passage 3]
William II of England

[Passage 4]
William II of England

[Passage 5]
William II of England",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.021733354777097702,True
100,What battle took place in the 10th century?,unanswerable,unanswerable,"[Passage 1]
10th century

[Passage 2]
10th century

[Passage 3]
11th century

[Passage 4]
9th century

[Passage 5]
9th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.013210849836468697,True
101,Who replaced the Normans as the ruling class?,unanswerable,unanswerable,"[Passage 1]
Aristocracy

[Passage 2]
Aristocracy

[Passage 3]
Aristocracy

[Passage 4]
Aristocracy

[Passage 5]
Social class",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0035458500497043133,True
102,Who considered their land on the continent their most important holding?,unanswerable,unanswerable,"[Passage 1]
Imperialism

[Passage 2]
Imperialism

[Passage 3]
Imperialism

[Passage 4]
Imperialism

[Passage 5]
Imperialism",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.003624595934525132,True
103,What was the Anglo-Norman language's final form?,unanswerable,Modern English,"[Passage 1]
Anglo-Saxons

[Passage 2]
Anglo-Saxons

[Passage 3]
Anglo-Saxons

[Passage 4]
Anglo-Saxons

[Passage 5]
Anglo-Saxons",True,0.0,0.0,0.0,0,0.36386895,0.41892904,0.38946262,0.000777668203227222,True,0.012640472501516342,True
104,Who identified themselves as French during the Hundred Years War?,the English,unanswerable,"[Passage 1]
History of France

[Passage 2]
History of France

[Passage 3]
History of France

[Passage 4]
History of France

[Passage 5]
History of France",False,0.0,0.0,0.0,0,0.38219234,0.33252877,0.35563508,0.00265947706066072,True,0.042250245809555054,True
105,What was absorbed into the Anglo-Norman language?,unanswerable,unanswerable,"[Passage 1]
Anglo-Saxons

[Passage 2]
Anglo-Saxons

[Passage 3]
Anglo-Saxons

[Passage 4]
Anglo-Saxons

[Passage 5]
Anglo-Saxons",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.012640472501516342,True
106,Who made fun of the Latin language?,unanswerable,unanswerable,"[Passage 1]
Latin

[Passage 2]
Latin

[Passage 3]
Latin

[Passage 4]
Latin

[Passage 5]
Latin",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.00582438288256526,True
107,In what year did the Norman's invade at Bannow Bay?,unanswerable,1169,"[Passage 1]
William the Conqueror

[Passage 2]
William the Conqueror

[Passage 3]
William the Conqueror

[Passage 4]
William the Conqueror

[Passage 5]
William the Conqueror",True,0.0,0.0,0.0,0,0.34876114,0.39013204,0.3682884,0.008008540607988834,True,0.012081890366971493,True
108,What country did the Normans invade in 1169?,France,Ireland,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",True,0.0,0.0,0.0,0,0.80299187,0.80299187,0.80299187,0.00025322323199361563,True,0.008559844456613064,True
109,What culture did the Normans combine with in Ireland?,unanswerable,Irish,"[Passage 1]
Celts

[Passage 2]
Celts

[Passage 3]
Celts

[Passage 4]
Celts

[Passage 5]
Celts",True,0.0,0.0,0.0,0,0.29803333,0.36968562,0.330015,0.006030348129570484,True,0.006217754911631346,True
110,Where did the Normans invade in the 11th century?,Italy,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,0.0,0.0,0.0,0,0.3493758,0.27729136,0.3091877,0.0012391024501994252,True,0.013955255039036274,True
111,Who did the Irish culture have a profound effect on?,unanswerable,unanswerable,"[Passage 1]
Irish diaspora

[Passage 2]
Irish diaspora

[Passage 3]
Irish diaspora

[Passage 4]
Irish diaspora

[Passage 5]
Irish diaspora",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004266703967005014,True
112,What castles were built by the Irish?,unanswerable,unanswerable,"[Passage 1]
Counties of Ireland

[Passage 2]
Counties of Ireland

[Passage 3]
Counties of Ireland

[Passage 4]
Counties of Ireland

[Passage 5]
Counties of Ireland",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008411707356572151,True
113,Who was Margaret's brother?,unanswerable,Edgar,"[Passage 1]
Margaret Murray

[Passage 2]
Margaret Murray

[Passage 3]
Margaret Murray

[Passage 4]
Margaret Murray

[Passage 5]
Margaret Murray",True,0.0,0.0,0.0,0,0.27947697,0.43434757,0.340112,0.008065559901297092,True,0.010730922222137451,True
114,Who was Margaret's husband?,unanswerable,King Malcolm III of Scotland,"[Passage 1]
Margaret Murray

[Passage 2]
Margaret Murray

[Passage 3]
Margaret Murray

[Passage 4]
Margaret Murray

[Passage 5]
Margaret Murray",True,0.0,0.0,0.0,0,0.27900124,0.3789364,0.32137915,0.007353809662163258,True,0.010730922222137451,True
115,When was Scotland invaded by William?,unanswerable,1072,"[Passage 1]
William the Conqueror

[Passage 2]
William the Conqueror

[Passage 3]
William the Conqueror

[Passage 4]
William the Conqueror

[Passage 5]
William the Conqueror",True,0.0,0.0,0.0,0,0.35327804,0.40506235,0.37740213,0.0060607572086155415,True,0.012081890366971493,True
116,Who was the hostage?,unanswerable,Duncan,"[Passage 1]
The Prisoner

[Passage 2]
The Prisoner

[Passage 3]
The Prisoner

[Passage 4]
The Prisoner

[Passage 5]
The Prisoner",True,0.0,0.0,0.0,0,0.37834895,0.4326181,0.40366772,0.0039026830345392227,True,0.016350137069821358,True
117,Who did Edgar marry?,unanswerable,unanswerable,"[Passage 1]
J. Edgar Hoover

[Passage 2]
J. Edgar Hoover

[Passage 3]
J. Edgar Hoover

[Passage 4]
J. Edgar Hoover

[Passage 5]
J. Edgar Hoover",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.015769919380545616,True
118,Who invaded Scotland in the 10th century?,unanswerable,unanswerable,"[Passage 1]
10th century

[Passage 2]
10th century

[Passage 3]
History of Scotland

[Passage 4]
History of Scotland

[Passage 5]
History of Scotland",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.01409630011767149,True
119,Who did the Scotish king take hostage?,unanswerable,unanswerable,"[Passage 1]
Macbeth, King of Scotland

[Passage 2]
Macbeth, King of Scotland

[Passage 3]
Macbeth, King of Scotland

[Passage 4]
Macbeth, King of Scotland

[Passage 5]
Macbeth, King of Scotland",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.01164221204817295,True
120,Who did Alexander I marry?,unanswerable,Sybilla of Normandy,"[Passage 1]
Alexander I of Serbia

[Passage 2]
Alexander I of Serbia

[Passage 3]
Alexander I of Serbia

[Passage 4]
Alexander I of Serbia

[Passage 5]
Alexander I of Serbia",True,0.0,0.0,0.0,0,0.3660909,0.4441729,0.4013697,0.00047487890697084367,True,0.011463562957942486,True
121,"What culture's arrival in Scotland is know as the ""Davidian Revolution""?",unanswerable,Norman,"[Passage 1]
History of Scotland

[Passage 2]
History of Scotland

[Passage 3]
History of Scotland

[Passage 4]
History of Scotland

[Passage 5]
History of Scotland",True,0.0,0.0,0.0,0,0.37142062,0.3974166,0.3839791,0.0073821027763187885,True,0.00544924708083272,True
122,Who did King David I of Scotland Marry?,unanswerable,unanswerable,"[Passage 1]
Alexander I of Scotland

[Passage 2]
Alexander I of Scotland

[Passage 3]
Alexander I of Scotland

[Passage 4]
Alexander I of Scotland

[Passage 5]
Alexander I of Scotland",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.013268130831420422,True
123,What did Sybilla of Normandy introduce to Scotland?,unanswerable,unanswerable,"[Passage 1]
History of Scotland

[Passage 2]
History of Scotland

[Passage 3]
History of Scotland

[Passage 4]
History of Scotland

[Passage 5]
History of Scotland",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.00544924708083272,True
124,Where was Ralph earl of?,unanswerable,Hereford,"[Passage 1]
Ralph Cudworth

[Passage 2]
Ralph Cudworth

[Passage 3]
Ralph Cudworth

[Passage 4]
Ralph Cudworth

[Passage 5]
Ralph Cudworth",True,0.0,0.0,0.0,0,0.33757967,0.37782735,0.35657138,0.006913906428962946,True,0.013072001747786999,True
125,Who was Ralph in charge of being at war with?,unanswerable,the Welsh,"[Passage 1]
The War Game

[Passage 2]
The War Game

[Passage 3]
The War Game

[Passage 4]
The War Game

[Passage 5]
The War Game",True,0.0,0.0,0.0,0,0.33467317,0.3645187,0.34895894,0.0012720082886517048,True,0.013291221112012863,True
126,Who made Ralph earl?,unanswerable,Edward the Confessor,"[Passage 1]
Ralph Cudworth

[Passage 2]
Ralph Cudworth

[Passage 3]
Ralph Cudworth

[Passage 4]
Ralph Cudworth

[Passage 5]
Ralph Cudworth",True,0.0,0.0,0.0,0,0.2931139,0.43177825,0.34918353,0.0053252880461514,True,0.013072001747786999,True
127,Who came into contact with Wales after the conquest of England?,unanswerable,unanswerable,"[Passage 1]
England

[Passage 2]
England

[Passage 3]
England

[Passage 4]
England

[Passage 5]
England",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008377988822758198,True
128,Who made Edward the Confessor Earl?,unanswerable,unanswerable,"[Passage 1]
Edward VI of England

[Passage 2]
Edward VI of England

[Passage 3]
Edward VI of England

[Passage 4]
Edward VI of England

[Passage 5]
Edward VI of England",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.026834648102521896,True
129,What country was under the control of Norman barons?,England,Wales,"[Passage 1]
Henry I of England

[Passage 2]
Henry I of England

[Passage 3]
Henry I of England

[Passage 4]
Henry I of England

[Passage 5]
Henry I of England",True,0.0,0.0,0.0,0,0.6548349,0.6225945,0.63830787,0.0005366892437450588,True,0.8739262223243713,False
130,What came under Williams dominace before the conquest?,unanswerable,unanswerable,"[Passage 1]
Reconquista

[Passage 2]
Reconquista

[Passage 3]
Reconquista

[Passage 4]
Reconquista

[Passage 5]
Reconquista",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0068274294026196,True
131,What Welsh lords did William conquer?,unanswerable,unanswerable,"[Passage 1]
William the Conqueror

[Passage 2]
William the Conqueror

[Passage 3]
William the Conqueror

[Passage 4]
William the Conqueror

[Passage 5]
William the Conqueror",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.012081890366971493,True
132,What year did Roger de Tosny fail to accomplish what he set out to do?,unanswerable,1018,"[Passage 1]
René Descartes

[Passage 2]
René Descartes

[Passage 3]
René Descartes

[Passage 4]
René Descartes

[Passage 5]
René Descartes",True,0.0,0.0,0.0,0,0.3486738,0.3853497,0.3660955,0.0032018888741731644,True,0.020114943385124207,True
133,Who was in charge of the papal army in the War of Barbastro?,unanswerable,William of Montreuil,"[Passage 1]
Pope

[Passage 2]
Pope

[Passage 3]
Pope

[Passage 4]
Pope

[Passage 5]
Pope",True,0.0,0.0,0.0,0,0.31020784,0.37847155,0.34095645,0.00037430404336191714,True,0.011058539152145386,True
134,Where did the Normans carve out a principality before the First Crusade?,Guernsey,unanswerable,"[Passage 1]
History of Guernsey

[Passage 2]
History of Guernsey

[Passage 3]
History of Guernsey

[Passage 4]
History of Guernsey

[Passage 5]
History of Guernsey",False,0.0,0.0,0.0,0,0.37693882,0.37855607,0.37774572,0.0010768118081614375,True,0.9223623275756836,False
135,What did the Normans take part in in the 10th century?,unanswerable,unanswerable,"[Passage 1]
10th century

[Passage 2]
10th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.009944130666553974,True
136,Who carved out a state for himself from Moorish lands?,unanswerable,unanswerable,"[Passage 1]
State (polity)

[Passage 2]
State (polity)

[Passage 3]
State (polity)

[Passage 4]
State (polity)

[Passage 5]
State (polity)",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.014801984652876854,True
137,What war occured in the 1oth century?,unanswerable,unanswerable,"[Passage 1]
1st century

[Passage 2]
1st century

[Passage 3]
1st century

[Passage 4]
1st century BC

[Passage 5]
1st century BC",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.01363353244960308,True
138,When did the Siege of Antioch take place?,unanswerable,1097,"[Passage 1]
Antioch

[Passage 2]
Antioch

[Passage 3]
Antioch

[Passage 4]
Antioch

[Passage 5]
Antioch",True,0.0,0.0,0.0,0,0.3559013,0.4005848,0.3769234,0.013560216873884201,True,0.012210370041429996,True
139,What was the name of Bohemond's nephew?,unanswerable,Tancred,"[Passage 1]
Elias Boudinot

[Passage 2]
Elias Boudinot

[Passage 3]
Elias Boudinot

[Passage 4]
Elias Boudinot

[Passage 5]
Elias Boudinot",True,0.0,0.0,0.0,0,0.38513923,0.4031099,0.39391974,0.007618972100317478,True,0.011307899840176105,True
140,What major conquest did Tancred play a roll in?,unanswerable,Jerusalem,"[Passage 1]
Muslim conquests of Afghanistan

[Passage 2]
Muslim conquests of Afghanistan

[Passage 3]
Muslim conquests of Afghanistan

[Passage 4]
Muslim conquests of Afghanistan

[Passage 5]
Muslim conquests of Afghanistan",True,0.0,0.0,0.0,0,0.3786243,0.42259243,0.39940196,0.012824233621358871,True,0.0013101062504574656,True
141,When did Tancred lay siege to Antioch?,unanswerable,unanswerable,"[Passage 1]
Antioch

[Passage 2]
Antioch

[Passage 3]
Antioch

[Passage 4]
Antioch

[Passage 5]
Antioch",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.012210370041429996,True
142,What was the name of Tancred's nephew?,unanswerable,unanswerable,"[Passage 1]
The Saint (Simon Templar)

[Passage 2]
The Saint (Simon Templar)

[Passage 3]
The Saint (Simon Templar)

[Passage 4]
The Saint (Simon Templar)

[Passage 5]
The Saint (Simon Templar)",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.016382012516260147,True
143,How long did Western Europe control Cyprus?,unanswerable,380 years,"[Passage 1]
Cyprus

[Passage 2]
Cyprus

[Passage 3]
Cyprus

[Passage 4]
Cyprus

[Passage 5]
Cyprus",True,0.0,0.0,0.0,0,0.3252054,0.34676492,0.3356393,0.0005151071818545461,True,0.005008642561733723,True
144,Who defeated Anglo-Norman forces during the third Crusade?,unanswerable,unanswerable,"[Passage 1]
Malcolm III of Scotland

[Passage 2]
Malcolm III of Scotland

[Passage 3]
Malcolm III of Scotland

[Passage 4]
Malcolm III of Scotland

[Passage 5]
Malcolm III of Scotland",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.015819348394870758,True
145,Who dominated Western Europe for 380 years?,unanswerable,unanswerable,"[Passage 1]
Western Europe

[Passage 2]
Western Europe

[Passage 3]
Western Europe

[Passage 4]
Western Europe

[Passage 5]
Western Europe",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.006320346612483263,True
146,What ruined Richard's plans to reach Acre?,unanswerable,a storm,"[Passage 1]
Richard III of England

[Passage 2]
Richard III of England

[Passage 3]
Richard III of England

[Passage 4]
Richard III of England

[Passage 5]
Richard III of England",True,0.0,0.0,0.0,0,0.38989,0.41994858,0.4043615,0.0019283564761281013,True,0.02588764950633049,True
147,Who was Richard's fiancee?,unanswerable,Berengaria,"[Passage 1]
Richard III of England

[Passage 2]
Richard III of England

[Passage 3]
Richard III of England

[Passage 4]
Richard III of England

[Passage 5]
Richard III of England",True,0.0,0.0,0.0,0,0.39098164,0.40494257,0.39783967,0.0010147426510229707,True,0.02588764950633049,True
148,What year did the storm hit Richard's fleet?,unanswerable,1191,"[Passage 1]
Richard III of England

[Passage 2]
Richard III of England

[Passage 3]
Richard III of England

[Passage 4]
Richard III of England

[Passage 5]
Richard III of England",True,0.0,0.0,0.0,0,0.331483,0.3606079,0.34543264,0.004904639441519976,True,0.02588764950633049,True
149,Who ruled Cyprus in 1191?,Richard I of England,Isaac Komnenos,"[Passage 1]
Cyprus

[Passage 2]
Cyprus

[Passage 3]
Cyprus

[Passage 4]
Cyprus

[Passage 5]
Cyprus",True,0.0,0.0,0.0,0,0.60423535,0.6107987,0.60749936,5.546761167352088e-05,True,3.270718298153952e-05,True
150,Who left Messina in the 11th century?,unanswerable,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008511114865541458,True
151,What year did Richards fleet avoid a storm?,unanswerable,unanswerable,"[Passage 1]
Mariner 6 and 7

[Passage 2]
Mariner 6 and 7

[Passage 3]
Mariner 6 and 7

[Passage 4]
Mariner 6 and 7

[Passage 5]
Mariner 6 and 7",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.00591990165412426,True
152,Who ruled Cyprus in the 11th century?,unanswerable,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008511114865541458,True
153,Who was Guy's Rival?,unanswerable,Conrad of Montferrat,"[Passage 1]
Perfect competition

[Passage 2]
Perfect competition

[Passage 3]
Perfect competition

[Passage 4]
Perfect competition

[Passage 5]
Perfect competition",True,0.0,0.0,0.0,0,0.35076723,0.41933078,0.38199684,0.0004016500315628946,True,0.003066442674025893,True
154,What were Isaac's chains made out of?,silver,silver,"[Passage 1]
Isaac

[Passage 2]
Isaac

[Passage 3]
Isaac

[Passage 4]
Isaac

[Passage 5]
Isaac",True,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9799355268478394,False,0.0053456686437129974,True
155,Who led Richard's troops when Cyprus was conquered?,unanswerable,Guy de Lusignan,"[Passage 1]
Richard I of England

[Passage 2]
Richard I of England

[Passage 3]
Richard I of England

[Passage 4]
Richard I of England

[Passage 5]
Richard I of England",True,0.0,0.0,0.0,0,0.3128426,0.3716349,0.3397138,0.0005822947714477777,True,0.017092125490307808,True
156,Who's chains were made out of copper?,unanswerable,unanswerable,"[Passage 1]
Silver

[Passage 2]
Silver

[Passage 3]
Silver

[Passage 4]
Silver

[Passage 5]
Silver",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.012196402996778488,True
157,Who led Issacs troops to Cyprus?,unanswerable,unanswerable,"[Passage 1]
Cyprus

[Passage 2]
Cyprus

[Passage 3]
Cyprus

[Passage 4]
Cyprus

[Passage 5]
Cyprus",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.005008642561733723,True
158,Who offered Issac his daughter?,unanswerable,unanswerable,"[Passage 1]
Obadiah

[Passage 2]
Obadiah

[Passage 3]
Obadiah

[Passage 4]
Obadiah

[Passage 5]
Obadiah",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.009324598126113415,True
159,What continent are the Canarian Islands off the coast of?,Europe,Africa,"[Passage 1]
Canary Islands

[Passage 2]
Canary Islands

[Passage 3]
Canary Islands

[Passage 4]
Canary Islands

[Passage 5]
Canary Islands",True,0.0,0.0,0.0,0,0.6632518,0.64579844,0.65440875,0.0003101233742199838,True,0.005704003386199474,True
160,Who conquered the Canary Island in the 14th century?,unanswerable,unanswerable,"[Passage 1]
Canary Islands

[Passage 2]
Canary Islands

[Passage 3]
Canary Islands

[Passage 4]
Canary Islands

[Passage 5]
Canary Islands",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004430943634361029,True
161,What Islands are of the coast of Asia?,unanswerable,unanswerable,"[Passage 1]
Asia

[Passage 2]
Asia

[Passage 3]
Asia

[Passage 4]
Asia

[Passage 5]
Asia",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004063842352479696,True
162,Who became the King of the Canary Islands?,unanswerable,Bethencourt,"[Passage 1]
Canary Islands

[Passage 2]
Canary Islands

[Passage 3]
Canary Islands

[Passage 4]
Canary Islands

[Passage 5]
Canary Islands",True,0.0,0.0,0.0,0,0.32763508,0.35927153,0.3427248,0.0011827544076368213,True,0.004430943634361029,True
163,Who bought the rights?,unanswerable,Enrique Pérez de Guzmán,"[Passage 1]
Cross ownership

[Passage 2]
Cross ownership

[Passage 3]
Cross ownership

[Passage 4]
Cross ownership

[Passage 5]
Acquire",True,0.0,0.0,0.0,0,0.3351688,0.36380154,0.34889874,0.004313751123845577,True,0.0076303500682115555,True
164,Who sold the rights?,unanswerable,Maciot de Bethencourt,"[Passage 1]
Cross ownership

[Passage 2]
Cross ownership

[Passage 3]
Cross ownership

[Passage 4]
Cross ownership

[Passage 5]
Motion Picture Patents Company",True,0.0,0.0,0.0,0,0.3212225,0.38532072,0.35036412,0.00029387042741291225,True,0.00120390800293535,True
165,What title did Henry II take in the Canary Island?,unanswerable,unanswerable,"[Passage 1]
Canary Islands

[Passage 2]
Canary Islands

[Passage 3]
Canary Islands

[Passage 4]
Canary Islands

[Passage 5]
Canary Islands",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004430943634361029,True
166,Who sold the rights to the island in the 14th century?,unanswerable,unanswerable,"[Passage 1]
14th century

[Passage 2]
14th century

[Passage 3]
14 BC

[Passage 4]
14 BC

[Passage 5]
1280s",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.011677125468850136,True
167,Where are Jersey and Guernsey,Isle of Man,Channel Islands,"[Passage 1]
Guernsey

[Passage 2]
Guernsey

[Passage 3]
Guernsey

[Passage 4]
Guernsey

[Passage 5]
Guernsey",True,0.0,0.0,0.0,0,0.6335275,0.61126167,0.6221955,0.0009244749671779573,True,0.002685458166524768,True
168,How many customaries does Norman customary law have?,unanswerable,two,"[Passage 1]
Statute

[Passage 2]
Statute

[Passage 3]
Statute

[Passage 4]
Statute

[Passage 5]
Statute",True,0.0,0.0,0.0,0,0.2865064,0.4000624,0.33389354,0.00849947240203619,True,0.0031328247860074043,True
169,What Norman law wasdeveloped between 1000 and 1300?,Norman law,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,0.0,0.0,0.0,0,0.3994162,0.4023672,0.40088627,0.00037521490594372153,True,0.002708087908104062,True
170,What law has 3 customeries?,Clarke's three laws,unanswerable,"[Passage 1]
Clarke's three laws

[Passage 2]
Clarke's three laws

[Passage 3]
Clarke's three laws

[Passage 4]
Clarke's three laws

[Passage 5]
Clarke's three laws",False,0.0,0.0,0.0,0,0.35383242,0.38795665,0.37010962,0.0012132753618061543,True,0.9755303859710693,False
171,What was authored in the 12th century?,unanswerable,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008511114865541458,True
172,What is the Norman architecture idiom?,unanswerable,Romanesque,"[Passage 1]
Dictum of Kenilworth

[Passage 2]
Dictum of Kenilworth

[Passage 3]
Dictum of Kenilworth

[Passage 4]
Dictum of Kenilworth

[Passage 5]
Dictum of Kenilworth",True,0.0,0.0,0.0,0,0.39217395,0.457367,0.42226905,0.13685423135757446,True,0.004354776348918676,True
173,What kind of arches does Norman architecture have?,unanswerable,rounded,"[Passage 1]
Delicate Arch

[Passage 2]
Delicate Arch

[Passage 3]
Delicate Arch

[Passage 4]
Delicate Arch

[Passage 5]
Delicate Arch",True,0.0,0.0,0.0,0,0.33162326,0.36281022,0.34651643,0.006273551378399134,True,0.010283438488841057,True
